startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
Provista Diagnostics,http://www.provistadx.com,biotechnology|health diagnostics,29417240,operating,USA,NY,6,3/7/2012,8/3/2015,1,195 days 00:00:00.000000000,248 days 19:12:00.000000000,4902873.333,248,195,1,1,healthcare,Northeast
Provivi,http://provivi.com/,biotechnology,8471104,operating,USA,CA,2,3/13/2015,9/3/2015,1,174 days 00:00:00.000000000,174 days 00:00:00.000000000,4235552,174,174,1,1,biotech,West
Prowl,http://www.getprowl.com,ediscovery|music|search|software,175000,operating,USA,CA,2,8/1/2013,8/30/2015,1,759 days 00:00:00.000000000,759 days 00:00:00.000000000,87500,759,759,1,1,software,West
Proxim Wireless,http://www.proxim.com,mobile,11000000,operating,USA,CA,2,8/13/2009,4/8/2011,1,603 days 00:00:00.000000000,603 days 00:00:00.000000000,5500000,603,603,0,1,mobile,West
Proximal Data,http://www.proximaldata.com,intelligent systems|software|storage,7999996,acquired,USA,CA,4,10/24/2012,4/26/2013,1,156 days 00:00:00.000000000,61 days 08:00:00.000000000,1999999,61,156,1,2,software,West
Proximetry,http://www.proximetry.com,mobile,8581390,operating,USA,CA,4,4/4/2007,11/4/2011,1,916 days 00:00:00.000000000,558 days 08:00:00.000000000,2145347.5,558,916,0,4,mobile,West
Proximiant,http://www.proximiant.com,advertising|consumers|mobile|nfc,8450972,operating,USA,CA,2,5/10/2012,12/20/2013,1,589 days 00:00:00.000000000,589 days 00:00:00.000000000,4225486,589,589,1,1,mobile,West
ProxToMe,http://www.proxtome.com,cloud infrastructure|distribution|internet of things|mobile|proximity internet|real time,725000,operating,USA,CA,2,6/18/2013,1/13/2014,1,209 days 00:00:00.000000000,209 days 00:00:00.000000000,362500,209,209,1,2,mobile,West
Proxy Technologies,http://www.proxyaviation.com,software,3228023,operating,USA,VA,4,7/30/2009,7/16/2015,1,1236 days 00:00:00.000000000,725 days 16:00:00.000000000,807005.75,725,1236,1,1,software,South
PRSM Healthcare,http://prsmhealthcare.com/,biotechnology,105000,closed,USA,TN,2,5/25/2012,9/19/2013,1,482 days 00:00:00.000000000,482 days 00:00:00.000000000,52500,482,482,0,4,biotech,South
Prudent Energy,http://www.pdenergy.com,clean technology,51500000,operating,USA,MD,2,3/2/2010,10/12/2011,1,589 days 00:00:00.000000000,589 days 00:00:00.000000000,25750000,589,589,0,6,technology,South
Prynt,http://www.pryntcases.com,consumer electronics|mobile|photography,2200000,operating,USA,CA,3,7/14/2014,4/10/2015,1,254 days 00:00:00.000000000,135 days 00:00:00.000000000,1100000,135,254,1,4,mobile,West
Prysm,http://www.prysm.com/,displays|hardware + software,147558930,operating,USA,CA,3,1/5/2010,10/27/2011,1,55 days 00:00:00.000000000,330 days 00:00:00.000000000,49186310,330,55,0,2,software,West
pSiFlow Technology,http://psiflow.com,software,665000,operating,USA,ID,2,10/30/2009,9/6/2011,1,676 days 00:00:00.000000000,676 days 00:00:00.000000000,332500,676,676,0,1,software,West
pSivida,http://www.psivida.com,biotechnology,57800000,ipo,USA,MA,3,7/18/2012,3/13/2014,1,366 days 00:00:00.000000000,301 days 12:00:00.000000000,19266666.67,301,366,1,1,biotech,Northeast
Public Good Software,http://publicgood.com,communities|crowdfunding|data integration|nonprofits|social fundraising|software,1925000,operating,USA,IL,2,4/10/2014,1/28/2015,1,293 days 00:00:00.000000000,293 days 00:00:00.000000000,962500,293,293,1,2,software,Midwest
PublishThis,http://www.publishthis.com,content|content discovery|curated web|email marketing|sales and marketing|social media|software,7738628,operating,USA,CA,2,1/1/2011,12/1/2011,1,334 days 00:00:00.000000000,334 days 00:00:00.000000000,3869314,334,334,0,1,software,West
PubNub,https://www.pubnub.com,apps|cloud computing|developer apis|mobile|real time|software|web development,60100000,operating,USA,CA,4,3/21/2012,9/21/2015,1,545 days 00:00:00.000000000,426 days 08:00:00.000000000,15025000,426,545,1,10,mobile,West
Pulmatrix,http://www.pulmatrix.com,biotechnology,83900000,operating,USA,MA,6,3/11/2009,6/16/2015,1,236 days 00:00:00.000000000,457 days 14:24:00.000000000,13983333.33,457,236,1,5,biotech,Northeast
Pulmonx,http://www.pulmonx.com,biotechnology,93500000,operating,USA,CA,5,5/7/2007,9/17/2014,1,988 days 00:00:00.000000000,672 days 12:00:00.000000000,18700000,672,988,1,8,biotech,West
Pulse Electronics,http://www.pulseelectronics.com,hardware + software,121044236,acquired,USA,CA,3,11/20/2012,3/5/2014,1,8 days 00:00:00.000000000,235 days 00:00:00.000000000,60522118,235,8,1,1,software,West
Pulse.io,http://pulse.io,apps|mobile,1750000,operating,USA,CA,2,7/1/2012,11/1/2013,1,488 days 00:00:00.000000000,488 days 00:00:00.000000000,875000,488,488,1,10,mobile,West
Pulse Therapeutics,http://www.pulsetherapeutics.com,health care,6050000,operating,USA,MO,3,4/6/2011,3/5/2014,1,383 days 00:00:00.000000000,532 days 00:00:00.000000000,2016666.667,532,383,1,4,healthcare,Midwest
Puma Biotechnology,http://www.pumabiotechnology.com,biotechnology,417300249,ipo,USA,CA,3,10/12/2011,1/27/2015,1,858 days 00:00:00.000000000,601 days 12:00:00.000000000,139100083,601,858,1,1,biotech,West
Punch Entertainment,http://punch-entertainment.com,chat|games|messaging|social games|virtual worlds,2932278,closed,USA,CA,2,2/27/2006,4/25/2009,1,1153 days 00:00:00.000000000,1153 days 00:00:00.000000000,1466139,1153,1153,0,1,games,West
Punchh,http://www.punchh.com,big data|cloud computing|crm|incentives|internet marketing|local|loyalty programs|mobile|saas|sales and marketing|social media,4000000,operating,USA,CA,2,4/17/2012,8/15/2013,1,485 days 00:00:00.000000000,485 days 00:00:00.000000000,4000000,485,485,1,6,mobile,West
Puppet Labs,http://www.puppetlabs.com,automotive|information technology|infrastructure|services|software,85500000,operating,USA,OR,5,6/23/2009,6/19/2014,1,391 days 00:00:00.000000000,455 days 12:00:00.000000000,17100000,455,391,1,8,software,West
Puralytics,http://www.puralytics.com,clean technology,5100000,operating,USA,OR,2,10/18/2013,10/9/2014,1,356 days 00:00:00.000000000,356 days 00:00:00.000000000,2550000,356,356,1,1,technology,West
Purcell Systems,,design|electronics|manufacturing|service providers|telecommunications,25000000,acquired,USA,WA,2,5/4/2007,7/10/2007,0,67 days 00:00:00.000000000,67 days 00:00:00.000000000,12500000,67,67,1,2,manufacturing,West
Purchasing Platform,http://www.purchasingplatform.com,e-commerce|marketplaces|procurement|real estate,1690000,operating,USA,IL,2,1/29/2013,4/30/2014,1,456 days 00:00:00.000000000,456 days 00:00:00.000000000,845000,456,456,1,1,e-commerce,Midwest
PURE Bioscience,http://purebio.com,biotechnology,3251250,ipo,USA,CA,3,11/9/2010,7/16/2012,1,410 days 00:00:00.000000000,307 days 12:00:00.000000000,1083750,307,410,1,1,biotech,West
Pure Energy Solutions,http://pureenergy.com,hardware + software,14766689,operating,USA,CO,2,2/19/2009,5/5/2010,1,440 days 00:00:00.000000000,440 days 00:00:00.000000000,7383344.5,440,440,0,1,software,West
Pure Home,http://www.purehome.com/,e-commerce|home decor|internet|retail,100000,operating,USA,WA,2,10/1/2010,3/1/2014,1,1247 days 00:00:00.000000000,1247 days 00:00:00.000000000,13025387.42,1247,1247,1,1,e-commerce,West
Pure life renal,http://plrenal.com,biotechnology,20500000,operating,USA,FL,2,6/4/2013,5/9/2014,1,339 days 00:00:00.000000000,339 days 00:00:00.000000000,10250000,339,339,1,3,biotech,South
Pure Storage,http://www.purestorage.com,enterprise software|storage,530856468,ipo,USA,CA,8,10/1/2009,8/11/2014,1,304 days 00:00:00.000000000,253 days 13:42:51.428571428,66357058.5,253,304,1,13,software,West
PureWave Networks,http://www.pwnets.com/,mobile,17000000,acquired,USA,CA,3,12/4/2008,6/14/2013,1,1215 days 00:00:00.000000000,826 days 12:00:00.000000000,8500000,826,1215,1,5,mobile,West
Brainspace Corporation,http://www.brainspace.com,enterprise software|knowledge management|machine learning|semantic search|text analytics,15000000,operating,USA,TX,2,9/12/2013,7/21/2015,1,677 days 00:00:00.000000000,677 days 00:00:00.000000000,7500000,677,677,1,1,software,South
PurePlay,http://www.pureplay.com,gambling|games,15401200,operating,USA,CA,3,2/28/2007,9/13/2010,1,433 days 00:00:00.000000000,646 days 12:00:00.000000000,7700600,646,433,0,3,games,West
PureSafe water systems,http://puresafewatersystems.com,clean technology|water|water purification,1415500,operating,USA,NY,4,8/14/2009,5/21/2010,1,81 days 00:00:00.000000000,93 days 08:00:00.000000000,353875,93,81,0,1,technology,Northeast
PureSense,http://www.puresense.com,clean technology,10281191,operating,USA,CA,3,11/6/2006,12/14/2009,1,490 days 00:00:00.000000000,567 days 00:00:00.000000000,3427063.667,567,490,0,1,technology,West
Purewire,http://www.purewire.com,enterprise software|it and cybersecurity|reputation|saas|security|trusted networks,4750000,acquired,USA,GA,3,11/1/2007,8/1/2008,1,243 days 00:00:00.000000000,137 days 00:00:00.000000000,1583333.333,137,243,1,1,software,South
Purfresh,http://www.purfresh.com,clean technology,65700000,operating,USA,CA,11,4/26/2005,4/1/2013,1,597 days 00:00:00.000000000,289 days 16:48:00.000000000,5972727.273,289,597,1,6,technology,West
Purigen Biosystems,,biotechnology,1030000,operating,USA,CA,2,4/19/2013,8/5/2014,0,473 days 00:00:00.000000000,473 days 00:00:00.000000000,515000,473,473,1,1,biotech,West
Purism,https://puri.sm/,cyber security|data privacy|data security|hardware|information security|linux|notebooks|open source|operating systems|software,1652015,operating,USA,CA,3,1/1/2015,6/21/2015,1,30 days 00:00:00.000000000,85 days 12:00:00.000000000,550671.6667,85,30,1,1,software,West
echoecho,http://www.echoecho.me,android|geospatial|iphone|location based services|mobile,1500000,operating,USA,CA,2,9/8/2011,5/7/2012,1,242 days 00:00:00.000000000,242 days 00:00:00.000000000,750000,242,242,0,4,mobile,West
PurposeEnergy,http://www.purposeenergy.com,clean technology,2416952,operating,USA,MA,4,10/15/2009,1/13/2014,1,663 days 00:00:00.000000000,517 days 00:00:00.000000000,604238,517,663,1,1,technology,Northeast
Pursuit Vascular,http://pursuitvascular.com,health care,10214900,operating,USA,MN,5,3/1/2012,4/6/2015,1,166 days 00:00:00.000000000,282 days 18:00:00.000000000,2042980,282,166,1,1,healthcare,Midwest
PurThread Technologies,http://purthread.com,biotechnology,9076957,operating,USA,NJ,2,1/18/2013,11/4/2013,1,290 days 00:00:00.000000000,290 days 00:00:00.000000000,4538478.5,290,290,1,1,biotech,Northeast
PUSH Wellness,http://www.pushforwellness.com,consumer behavior|corporate wellness|health and wellness|personal health,161391,operating,USA,IL,2,4/4/2012,11/17/2014,1,957 days 00:00:00.000000000,957 days 00:00:00.000000000,161391,957,957,1,1,healthcare,Midwest
Pushbullet,http://www.pushbullet.com,digital media|file sharing|mobile,1500000,operating,USA,CA,2,1/1/2014,1/27/2015,1,391 days 00:00:00.000000000,391 days 00:00:00.000000000,1500000,391,391,1,7,mobile,West
pushd,http://pushd.com,apps|mobile,3390000,operating,USA,CA,3,7/20/2012,1/26/2015,1,524 days 00:00:00.000000000,460 days 00:00:00.000000000,1130000,460,524,1,1,mobile,West
Pushpay,http://www.pushpay.com,mobile payments|software,35094596.46,ipo,USA,WA,10,2/11/2013,10/5/2015,1,0 days 00:00:00.000000000,107 days 08:00:00.000000000,3509459.6,107,0,1,2,mobile,West
PushSpring,http://www.pushspring.com/,app marketing|big data|mobile advertising|mobile analytics|mobile software tools,8215242,operating,USA,WA,2,6/25/2014,7/28/2015,1,398 days 00:00:00.000000000,398 days 00:00:00.000000000,4107621,398,398,1,3,mobile,West
Putney,http://www.putneyvet.com,biotechnology,49600064,operating,USA,ME,5,11/2/2009,6/23/2014,1,368 days 00:00:00.000000000,423 days 12:00:00.000000000,9920012.8,423,368,1,3,biotech,Northeast
PuzzleSocial Inc.,http://www.puzzlesocial.com,mobile games,4700000,operating,USA,NY,3,4/2/2013,12/22/2014,1,488 days 00:00:00.000000000,314 days 12:00:00.000000000,1566666.667,314,488,1,2,games,Northeast
Puzzlium,http://puzzlium.com/,mobile|social games,425000,operating,USA,CA,4,4/12/2014,7/28/2014,1,3 days 00:00:00.000000000,35 days 16:00:00.000000000,106250,35,3,1,1,games,West
PVPower,http://www.PVPower.com,clean energy|clean technology|e-commerce|renewable energies|solar|startups,1009000,operating,USA,IL,2,6/1/2010,1/6/2012,1,584 days 00:00:00.000000000,584 days 00:00:00.000000000,504500,584,584,0,1,technology,Midwest
Pyxis Technology,http://www.pyxistech.com,software,18720000,acquired,USA,TX,4,6/26/2006,4/20/2010,1,596 days 00:00:00.000000000,464 days 16:00:00.000000000,4680000,464,596,1,5,software,South
Q Care International,http://qcareintl.com,biotechnology,7650000,operating,USA,GA,2,2/18/2014,4/30/2015,1,436 days 00:00:00.000000000,436 days 00:00:00.000000000,3825000,436,436,1,1,biotech,South
Q Holdings,http://www.qthera.com,biotechnology,12018047,operating,USA,UT,2,2/15/2008,7/27/2012,1,1624 days 00:00:00.000000000,1624 days 00:00:00.000000000,6009023.5,1624,1624,0,7,biotech,West
Qbix,http://qbix.com,apps|contact management|internet|social media|software,312000,operating,USA,NY,3,9/15/2011,1/31/2015,1,594 days 00:00:00.000000000,617 days 00:00:00.000000000,104000,617,594,1,1,software,Northeast
QBotix,http://www.qbotix.com,clean technology|hardware,23500000,closed,USA,CA,3,9/4/2012,5/14/2014,1,310 days 00:00:00.000000000,308 days 12:00:00.000000000,7833333.333,308,310,0,7,technology,West
Qbox.io,http://qbox.io,analytics|e-commerce|enterprise search|enterprise software|search,2858333,operating,USA,AR,3,8/29/2013,8/26/2015,1,201 days 00:00:00.000000000,363 days 12:00:00.000000000,952777.6667,363,201,1,12,e-commerce,South
QCoefficient,http://qcoefficient.com,clean technology|energy efficiency|smart grid,7970000,operating,USA,IL,2,10/7/2010,7/7/2011,1,273 days 00:00:00.000000000,273 days 00:00:00.000000000,3985000,273,273,0,2,technology,Midwest
qcue,http://qcue.net,concerts|consulting|entertainment|price comparison|software|sports|technology,1125000,operating,USA,TX,2,8/15/2008,10/22/2009,1,433 days 00:00:00.000000000,433 days 00:00:00.000000000,562500,433,433,0,1,software,South
Qeexo,http://www.qeexo.com,mobile,2900000,operating,USA,CA,2,9/1/2012,5/29/2014,1,635 days 00:00:00.000000000,635 days 00:00:00.000000000,2900000,635,635,1,2,mobile,West
Qik,http://techcrunch.com/2014/03/20/qik-is-shutting-down-in-april-three-years-after-being-acquired-by-skype/,mobile|video,16600000,acquired,USA,CA,5,4/9/2008,1/6/2011,1,139 days 00:00:00.000000000,250 days 12:00:00.000000000,4150000,250,139,1,8,mobile,West
Qliance Medical Management,http://www.qliance.com,health care|health care information technology|health services industry|hospitals,23800264,operating,USA,WA,6,4/28/2010,11/13/2015,1,980 days 00:00:00.000000000,405 days 00:00:00.000000000,3966710.667,405,980,1,7,healthcare,West
QM Power,http://www.qmpower.com,enterprise software|manufacturing,2002378,operating,USA,MO,3,12/20/2011,11/23/2015,1,317 days 00:00:00.000000000,717 days 00:00:00.000000000,2002378,717,317,1,1,manufacturing,Midwest
QMedic,http://www.qmedichealth.com,health care information technology|internet of things|machine learning|senior health,4100000,operating,USA,MA,2,10/2/2013,5/22/2015,1,597 days 00:00:00.000000000,597 days 00:00:00.000000000,2050000,597,597,1,1,healthcare,Northeast
Qnary,http://www.qnary.com,public relations|reputation|seo|social media|software,1300000,operating,USA,NY,2,3/25/2012,3/25/2013,1,365 days 00:00:00.000000000,365 days 00:00:00.000000000,650000,365,365,0,1,software,Northeast
"Qnect, llc",http://www.qnect.com,software,1306000,operating,USA,MA,3,5/14/2014,7/21/2015,1,124 days 00:00:00.000000000,216 days 12:00:00.000000000,435333.3333,216,124,1,1,software,Northeast
Qnovo,http://www.qnovocorp.com,enterprise software,8600000,operating,USA,CA,2,4/6/2011,8/2/2015,1,1579 days 00:00:00.000000000,1579 days 00:00:00.000000000,8600000,1579,1579,1,5,software,West
QOR,http://qorkit.com,manufacturing,4499997,operating,USA,CA,2,5/13/2015,11/5/2015,1,176 days 00:00:00.000000000,176 days 00:00:00.000000000,2249998.5,176,176,1,1,manufacturing,West
Qordoba,http://qordoba.com,mobile software tools|saas|text analytics|web cms,1500000,operating,USA,CA,2,6/1/2011,1/29/2014,1,973 days 00:00:00.000000000,973 days 00:00:00.000000000,1500000,973,973,1,2,mobile,West
QPID Health,http://qpidhealth.com,health and wellness|healthcare services|information technology,16300000,operating,USA,MA,2,3/20/2013,5/6/2014,1,412 days 00:00:00.000000000,412 days 00:00:00.000000000,8150000,412,412,1,5,healthcare,Northeast
Liqueo,http://www.liqueo.com,advertising|app marketing|mobile video|qr codes|software,150000,operating,USA,VA,2,3/1/2011,6/15/2011,1,106 days 00:00:00.000000000,106 days 00:00:00.000000000,75000,106,106,0,6,mobile,South
QR Pharma,http://www.qrpharma.com,biotechnology,7516103,operating,USA,PA,6,1/15/2010,5/26/2015,1,101 days 00:00:00.000000000,391 days 09:36:00.000000000,1252683.833,391,101,1,4,biotech,Northeast
Qspex Technologies,http://qspex.com,health care,85484760,operating,USA,GA,9,10/28/2009,7/17/2015,1,257 days 00:00:00.000000000,261 days 00:00:00.000000000,9498306.667,261,257,1,2,healthcare,South
Qstream,http://Qstream.com,analytics|computers|enterprise software,7305000,operating,USA,MA,3,8/12/2013,1/13/2015,1,46 days 00:00:00.000000000,259 days 12:00:00.000000000,2435000,259,46,1,3,software,Northeast
Qteros,http://www.qteros.com,clean technology,54000000,operating,USA,MA,4,8/14/2007,12/5/2014,1,463 days 00:00:00.000000000,890 days 00:00:00.000000000,18000000,890,463,1,5,technology,Northeast
QuadROI,http://www.quadroi.com,business intelligence|clean energy|clean technology|data visualization|energy efficiency,160000,operating,USA,MN,2,2/1/2012,5/31/2012,1,120 days 00:00:00.000000000,120 days 00:00:00.000000000,160000,120,120,0,1,technology,Midwest
QuadWrangle,http://www.quadwrangle.com,career management|content|education|mobile|saas|social media,570500,operating,USA,MA,3,2/10/2014,11/15/2014,1,203 days 00:00:00.000000000,139 days 00:00:00.000000000,190166.6667,139,203,1,11,mobile,Northeast
Qualaris Healthcare Solutions,http://qualaris.com,health and wellness,100000,operating,USA,PA,2,12/3/2013,2/21/2014,1,80 days 00:00:00.000000000,80 days 00:00:00.000000000,100000,80,80,1,1,healthcare,Northeast
AltspaceVR,http://altvr.com/,digital media|social games|virtualization,15700000,operating,USA,CA,3,9/11/2014,7/29/2015,1,4 days 00:00:00.000000000,160 days 12:00:00.000000000,5233333.333,160,4,1,17,games,West
Quality Systems,http://www.qsii.com,biotechnology,23394037,ipo,USA,CA,2,2/12/2010,4/11/2011,1,423 days 00:00:00.000000000,423 days 00:00:00.000000000,11697018.5,423,423,1,1,biotech,West
QualMetrix,http://qualmetrix.com,health care,6085000,operating,USA,FL,4,3/28/2013,6/10/2015,1,127 days 00:00:00.000000000,268 days 00:00:00.000000000,2028333.333,268,127,1,1,healthcare,South
Qualtré,http://www.qualtre.com,hardware + software,47069660,operating,USA,MA,8,8/20/2008,12/17/2014,1,425 days 00:00:00.000000000,330 days 00:00:00.000000000,5883707.5,330,425,1,4,software,Northeast
Qualtrics,http://www.qualtrics.com,software,220000000,operating,USA,UT,2,5/15/2012,9/24/2014,1,862 days 00:00:00.000000000,862 days 00:00:00.000000000,110000000,862,862,1,3,software,West
Quandora,http://www.quandora.com,collaboration|enterprise 2.0|enterprise software|knowledge management|social business,150000,operating,USA,NY,2,2/20/2013,7/25/2013,1,155 days 00:00:00.000000000,155 days 00:00:00.000000000,150000,155,155,1,2,software,Northeast
QuanDx,http://quandx.com,biotechnology,1250000,operating,USA,CA,2,3/1/2013,1/14/2014,1,319 days 00:00:00.000000000,319 days 00:00:00.000000000,625000,319,319,1,1,biotech,West
QuantaLife,http://www.quantalife.com,biotechnology|health diagnostics,28712619,acquired,USA,CA,3,6/3/2009,7/22/2011,1,558 days 00:00:00.000000000,389 days 12:00:00.000000000,9570873,389,558,1,1,healthcare,West
Quantance,http://www.quantance.com,mobile|semiconductors,50750012,operating,USA,CA,7,9/15/2006,10/14/2014,1,796 days 00:00:00.000000000,491 days 20:00:00.000000000,7250001.714,491,796,1,5,mobile,West
Quantason,http://www.quantason.com,software,4580000,operating,USA,PA,2,8/19/2010,10/23/2012,1,796 days 00:00:00.000000000,796 days 00:00:00.000000000,2290000,796,796,0,5,software,Northeast
Quanterix,http://www.quanterix.com,analytics|biotechnology|health diagnostics,43999999,operating,USA,MA,5,8/25/2008,11/15/2012,1,778 days 00:00:00.000000000,385 days 18:00:00.000000000,8799999.8,385,778,0,4,healthcare,Northeast
Quantia,http://www.quantia-inc.com/,communities|health and wellness|medical|networking|physicians|social media,41049041,operating,USA,MA,4,3/30/2009,9/3/2013,1,1332 days 00:00:00.000000000,539 days 08:00:00.000000000,10262260.25,539,1332,1,2,pharma,Northeast
Quantified Care,http://www.quantifiedcare.com/,app stores|health care|health care information technology|medical devices|mobile|mobile devices|mobile health,50000,operating,USA,MD,3,12/17/2013,11/1/2015,1,24 days 00:00:00.000000000,342 days 00:00:00.000000000,50000,342,24,1,2,medicalGear,South
Quantifind,http://quantifind.com,analytics|saas|software,12000000,operating,USA,CA,2,10/15/2009,7/22/2014,1,1741 days 00:00:00.000000000,1741 days 00:00:00.000000000,12000000,1741,1741,1,5,software,West
Quanttus,http://quanttus.com,health and wellness|wearables,22000000,operating,USA,MA,2,1/1/2013,2/24/2014,1,419 days 00:00:00.000000000,419 days 00:00:00.000000000,11000000,419,419,1,3,medicalGear,Northeast
Quantum,http://www.quantum.com,enterprise software,7600000,ipo,USA,CA,3,4/6/2007,6/17/2011,1,339 days 00:00:00.000000000,766 days 12:00:00.000000000,3800000,766,339,1,4,software,West
Quantum Immunologics,http://www.quantumimmunologics.com,biotechnology,7536731,operating,USA,FL,3,6/18/2009,9/25/2010,1,89 days 00:00:00.000000000,232 days 00:00:00.000000000,2512243.667,232,89,0,1,biotech,South
Kabongo,http://www.kabongo.com,education|games,2115100,operating,USA,MI,3,8/8/2009,10/14/2010,1,149 days 00:00:00.000000000,216 days 00:00:00.000000000,1057550,216,149,0,3,games,Midwest
Quantum Technologies Worldwide,http://qtww.com,enterprise software,6286900,operating,USA,CA,2,10/30/2011,8/8/2012,1,283 days 00:00:00.000000000,283 days 00:00:00.000000000,3143450,283,283,0,1,software,West
QuantumID Technologies,http://www.qidtech.com,enterprise software,3166584,operating,USA,MA,2,12/6/2010,1/26/2015,1,1512 days 00:00:00.000000000,1512 days 00:00:00.000000000,1583292,1512,1512,1,1,software,Northeast
QuantumSphere,http://qsinano.com/metair,hardware + software,5385000,operating,USA,CA,3,2/14/2014,10/2/2015,1,473 days 00:00:00.000000000,297 days 12:00:00.000000000,1795000,297,473,1,1,software,West
